OWNER,TABLE_NAME,TABLESPACE_NAME,CLUSTER_NAME,IOT_NAME,STATUS,PCT_FREE,PCT_USED,INI_TRANS,MAX_TRANS,INITIAL_EXTENT,NEXT_EXTENT,MIN_EXTENTS,MAX_EXTENTS,PCT_INCREASE,FREELISTS,FREELIST_GROUPS,LOGGING,BACKED_UP,NUM_ROWS,BLOCKS,EMPTY_BLOCKS,AVG_SPACE,CHAIN_CNT,AVG_ROW_LEN,AVG_SPACE_FREELIST_BLOCKS,NUM_FREELIST_BLOCKS,DEGREE,INSTANCES,CACHE,TABLE_LOCK,SAMPLE_SIZE,LAST_ANALYZED,PARTITIONED,IOT_TYPE,OBJECT_ID_TYPE,TABLE_TYPE_OWNER,TABLE_TYPE,TEMPORARY,SECONDARY,NESTED,BUFFER_POOL,FLASH_CACHE,CELL_FLASH_CACHE,ROW_MOVEMENT,GLOBAL_STATS,USER_STATS,DURATION,SKIP_CORRUPT,MONITORING,CLUSTER_OWNER,DEPENDENCIES,COMPRESSION,COMPRESS_FOR,DROPPED,SEGMENT_CREATED
SYS,ICOL$,SYSTEM,C_OBJ#,null,VALID,0,0,0,0,139264,204800,1,2147483645,null,1,1,YES,N,2968,777,0,0,0,30,0,0,         1,         1,    N,ENABLED,2968,2013-08-24 11:43:12.0,NO,null,null,null,null,N,N,NO,DEFAULT,DEFAULT,DEFAULT,DISABLED,YES,NO,null,DISABLED,YES,SYS,DISABLED,DISABLED,null,NO,YES
SYS,IND$,SYSTEM,C_OBJ#,null,VALID,0,0,0,0,139264,204800,1,2147483645,null,1,1,YES,N,5000,1432,0,0,0,91,0,0,         1,         1,    N,ENABLED,5000,2016-01-16 20:51:08.0,NO,null,null,null,null,N,N,NO,DEFAULT,DEFAULT,DEFAULT,DISABLED,YES,NO,null,DISABLED,YES,SYS,DISABLED,DISABLED,null,NO,YES
SYS,COL$,SYSTEM,C_OBJ#,null,VALID,0,0,0,0,139264,204800,1,2147483645,null,1,1,YES,N,94064,1407,0,0,0,59,0,0,         1,         1,    N,ENABLED,94064,2015-09-26 08:29:57.0,NO,null,null,null,null,N,N,NO,DEFAULT,DEFAULT,DEFAULT,DISABLED,YES,NO,null,DISABLED,YES,SYS,DISABLED,DISABLED,null,NO,YES
SYS,CLU$,SYSTEM,C_OBJ#,null,VALID,0,0,0,0,139264,204800,1,2147483645,null,1,1,YES,N,10,1432,0,0,0,47,0,0,         1,         1,    N,ENABLED,10,2016-01-16 20:50:52.0,NO,null,null,null,null,N,N,NO,DEFAULT,DEFAULT,DEFAULT,DISABLED,YES,NO,null,DISABLED,YES,SYS,DISABLED,DISABLED,null,NO,YES
SYS,TAB$,SYSTEM,C_OBJ#,null,VALID,0,0,0,0,139264,204800,1,2147483645,null,1,1,YES,N,2952,1432,0,0,0,138,0,0,         1,         1,    N,ENABLED,2952,2016-01-16 20:50:51.0,NO,null,null,null,null,N,N,NO,DEFAULT,DEFAULT,DEFAULT,DISABLED,YES,NO,null,DISABLED,YES,SYS,DISABLED,DISABLED,null,NO,YES
SYS,LOB$,SYSTEM,C_OBJ#,null,VALID,0,0,0,0,139264,204800,1,2147483645,null,1,1,YES,N,189,777,0,0,0,47,0,0,         1,         1,    N,ENABLED,189,2013-08-24 11:43:13.0,NO,null,null,null,null,N,N,NO,DEFAULT,DEFAULT,DEFAULT,DISABLED,YES,NO,null,DISABLED,YES,SYS,DISABLED,DISABLED,null,NO,YES
SYS,COLTYPE$,SYSTEM,C_OBJ#,null,VALID,0,0,0,0,139264,204800,1,2147483645,null,1,1,YES,N,1591,777,0,0,0,49,0,0,         1,         1,    N,ENABLED,1591,2013-08-24 11:43:10.0,NO,null,null,null,null,N,N,NO,DEFAULT,DEFAULT,DEFAULT,DISABLED,YES,NO,null,DISABLED,YES,SYS,DISABLED,DISABLED,null,NO,YES
SYS,SUBCOLTYPE$,SYSTEM,C_OBJ#,null,VALID,0,0,0,0,139264,204800,1,2147483645,null,1,1,YES,N,63,777,0,0,0,44,0,0,         1,         1,    N,ENABLED,63,2013-08-24 11:43:18.0,NO,null,null,null,null,N,N,NO,DEFAULT,DEFAULT,DEFAULT,DISABLED,YES,NO,null,DISABLED,YES,SYS,DISABLED,DISABLED,null,NO,YES
SYS,NTAB$,SYSTEM,C_OBJ#,null,VALID,0,0,0,0,139264,204800,1,2147483645,null,1,1,YES,N,256,777,0,0,0,17,0,0,         1,         1,    N,ENABLED,256,2013-08-24 11:43:14.0,NO,null,null,null,null,N,N,NO,DEFAULT,DEFAULT,DEFAULT,DISABLED,YES,NO,null,DISABLED,YES,SYS,DISABLED,DISABLED,null,NO,YES
SYS,REFCON$,SYSTEM,C_OBJ#,null,VALID,0,0,0,0,139264,204800,1,2147483645,null,1,1,YES,N,0,777,0,0,0,0,0,0,         1,         1,    N,ENABLED,0,2013-08-24 11:43:16.0,NO,null,null,null,null,N,N,NO,DEFAULT,DEFAULT,DEFAULT,DISABLED,YES,NO,null,DISABLED,YES,SYS,DISABLED,DISABLED,null,NO,YES
SYS,OPQTYPE$,SYSTEM,C_OBJ#,null,VALID,0,0,0,0,139264,204800,1,2147483645,null,1,1,YES,N,68,777,0,0,0,20,0,0,         1,         1,    N,ENABLED,68,2013-08-24 11:43:15.0,NO,null,null,null,null,N,N,NO,DEFAULT,DEFAULT,DEFAULT,DISABLED,YES,NO,null,DISABLED,YES,SYS,DISABLED,DISABLED,null,NO,YES
SYS,ICOLDEP$,SYSTEM,C_OBJ#,null,VALID,0,0,0,0,139264,204800,1,2147483645,null,1,1,YES,N,23,777,0,0,0,11,0,0,         1,         1,    N,ENABLED,23,2013-08-24 11:43:12.0,NO,null,null,null,null,N,N,NO,DEFAULT,DEFAULT,DEFAULT,DISABLED,YES,NO,null,DISABLED,YES,SYS,DISABLED,DISABLED,null,NO,YES
SYS,VIEWTRCOL$,SYSTEM,C_OBJ#,null,VALID,0,0,0,0,139264,204800,1,2147483645,null,1,1,YES,N,0,777,0,0,0,0,0,0,         1,         1,    N,ENABLED,0,2013-08-24 11:43:20.0,NO,null,null,null,null,N,N,NO,DEFAULT,DEFAULT,DEFAULT,DISABLED,YES,NO,null,DISABLED,YES,SYS,DISABLED,DISABLED,null,NO,YES
SYS,LIBRARY$,SYSTEM,C_OBJ#,null,VALID,0,0,0,0,139264,204800,1,2147483645,null,1,1,YES,N,145,777,0,0,0,47,0,0,         1,         1,    N,ENABLED,145,2013-08-24 11:43:13.0,NO,null,null,null,null,N,N,NO,DEFAULT,DEFAULT,DEFAULT,DISABLED,YES,NO,null,DISABLED,YES,SYS,DISABLED,DISABLED,null,NO,YES
SYS,ASSEMBLY$,SYSTEM,C_OBJ#,null,VALID,0,0,0,0,139264,204800,1,2147483645,null,1,1,YES,N,0,777,0,0,0,0,0,0,         1,         1,    N,ENABLED,0,2013-08-24 11:43:09.0,NO,null,null,null,null,N,N,NO,DEFAULT,DEFAULT,DEFAULT,DISABLED,YES,NO,null,DISABLED,YES,SYS,DISABLED,DISABLED,null,NO,YES
SYS,ATTRCOL$,SYSTEM,C_OBJ#,null,VALID,0,0,0,0,139264,204800,1,2147483645,null,1,1,YES,N,367,777,0,0,0,43,0,0,         1,         1,    N,ENABLED,367,2013-08-24 11:43:09.0,NO,null,null,null,null,N,N,NO,DEFAULT,DEFAULT,DEFAULT,DISABLED,YES,NO,null,DISABLED,YES,SYS,DISABLED,DISABLED,null,NO,YES
SYS,TYPE_MISC$,SYSTEM,C_OBJ#,null,VALID,0,0,0,0,139264,204800,1,2147483645,null,1,1,YES,N,1387,777,0,0,0,47,0,0,         1,         1,    N,ENABLED,1387,2013-08-24 11:43:19.0,NO,null,null,null,null,N,N,NO,DEFAULT,DEFAULT,DEFAULT,DISABLED,YES,NO,null,DISABLED,YES,SYS,DISABLED,DISABLED,null,NO,YES
SYS,TS$,SYSTEM,C_TS#,null,VALID,0,0,0,0,65536,1048576,1,2147483645,null,1,1,YES,N,5,5,0,0,0,87,0,0,         1,         1,    N,ENABLED,5,2013-08-24 11:43:19.0,NO,null,null,null,null,N,N,NO,DEFAULT,DEFAULT,DEFAULT,DISABLED,YES,NO,null,DISABLED,YES,SYS,DISABLED,DISABLED,null,NO,YES
SYS,FET$,SYSTEM,C_TS#,null,VALID,0,0,0,0,65536,1048576,1,2147483645,null,1,1,YES,N,0,5,0,0,0,0,0,0,         1,         1,    N,ENABLED,0,2013-08-24 11:43:12.0,NO,null,null,null,null,N,N,NO,DEFAULT,DEFAULT,DEFAULT,DISABLED,YES,NO,null,DISABLED,YES,SYS,DISABLED,DISABLED,null,NO,YES
SYS,UET$,SYSTEM,C_FILE#_BLOCK#,null,VALID,0,0,0,0,24576,1048576,1,2147483645,null,1,1,YES,N,0,79,0,0,0,0,0,0,         1,         1,    N,ENABLED,0,2013-08-24 11:43:20.0,NO,null,null,null,null,N,N,NO,DEFAULT,DEFAULT,DEFAULT,DISABLED,YES,NO,null,DISABLED,YES,SYS,DISABLED,DISABLED,null,NO,YES
SYS,SEG$,SYSTEM,C_FILE#_BLOCK#,null,VALID,0,0,0,0,24576,1048576,1,2147483645,null,1,1,YES,N,6105,177,0,0,0,68,0,0,         1,         1,    N,ENABLED,6105,2015-12-19 11:59:22.0,NO,null,null,null,null,N,N,NO,DEFAULT,DEFAULT,DEFAULT,DISABLED,YES,NO,null,DISABLED,YES,SYS,DISABLED,DISABLED,null,NO,YES
SYS,USER$,SYSTEM,C_USER#,null,VALID,0,0,0,0,65536,1048576,1,2147483645,null,1,1,YES,N,86,5,0,0,0,104,0,0,         1,         1,    N,ENABLED,86,2015-09-26 08:29:28.0,NO,null,null,null,null,N,N,NO,DEFAULT,DEFAULT,DEFAULT,DISABLED,YES,NO,null,DISABLED,YES,SYS,DISABLED,DISABLED,null,NO,YES
SYS,TSQ$,SYSTEM,C_USER#,null,VALID,0,0,0,0,65536,1048576,1,2147483645,null,1,1,YES,N,1,2,0,0,0,20,0,0,         1,         1,    N,ENABLED,1,2013-08-24 11:43:19.0,NO,null,null,null,null,N,N,NO,DEFAULT,DEFAULT,DEFAULT,DISABLED,YES,NO,null,DISABLED,YES,SYS,DISABLED,DISABLED,null,NO,YES
SYS,UNDO$,SYSTEM,null,null,VALID,10,40,1,255,65536,1048576,1,2147483645,null,1,1,YES,N,21,1,0,0,0,59,0,0,         1,         1,    N,ENABLED,21,2016-01-16 20:50:17.0,NO,null,null,null,null,N,N,NO,DEFAULT,DEFAULT,DEFAULT,DISABLED,YES,NO,null,DISABLED,YES,null,DISABLED,DISABLED,null,NO,YES
SYS,FILE$,SYSTEM,null,null,VALID,10,40,1,255,65536,1048576,1,2147483645,null,1,1,YES,N,4,1,0,0,0,39,0,0,         1,         1,    N,ENABLED,4,2013-08-24 11:43:12.0,NO,null,null,null,null,N,N,NO,DEFAULT,DEFAULT,DEFAULT,DISABLED,YES,NO,null,DISABLED,YES,null,DISABLED,DISABLED,null,NO,YES
SYS,OBJ$,SYSTEM,null,null,VALID,10,40,1,255,16384,106496,1,2147483645,null,1,1,YES,N,86282,1063,0,0,0,84,0,0,         1,         1,    N,ENABLED,86282,2015-10-12 22:00:25.0,NO,null,null,null,null,N,N,NO,DEFAULT,DEFAULT,DEFAULT,DISABLED,YES,NO,null,DISABLED,YES,null,DISABLED,DISABLED,null,NO,YES
SYS,PROXY_DATA$,SYSTEM,null,null,VALID,10,40,1,255,65536,1048576,1,2147483645,null,1,1,YES,N,0,0,0,0,0,0,0,0,         1,         1,    N,ENABLED,0,2013-08-24 11:43:15.0,NO,null,null,null,null,N,N,NO,DEFAULT,DEFAULT,DEFAULT,DISABLED,YES,NO,null,DISABLED,YES,null,DISABLED,DISABLED,null,NO,YES
SYS,PROXY_ROLE_DATA$,SYSTEM,null,null,VALID,10,40,1,255,65536,1048576,1,2147483645,null,1,1,YES,N,0,0,0,0,0,0,0,0,         1,         1,    N,ENABLED,0,2013-08-24 11:43:15.0,NO,null,null,null,null,N,N,NO,DEFAULT,DEFAULT,DEFAULT,DISABLED,YES,NO,null,DISABLED,YES,null,DISABLED,DISABLED,null,NO,YES
SYS,CON$,SYSTEM,null,null,VALID,10,40,1,255,65536,1048576,1,2147483645,null,1,1,YES,N,11485,47,0,0,0,25,0,0,         1,         1,    N,ENABLED,11485,2015-12-19 11:59:19.0,NO,null,null,null,null,N,N,NO,DEFAULT,DEFAULT,DEFAULT,DISABLED,YES,NO,null,DISABLED,YES,null,DISABLED,DISABLED,null,NO,YES
SYS,CCOL$,SYSTEM,C_COBJ#,null,VALID,0,0,0,0,57344,1048576,1,2147483645,null,1,1,YES,N,13566,187,0,0,0,20,0,0,         1,         1,    N,ENABLED,13566,2015-12-19 11:59:23.0,NO,null,null,null,null,N,N,NO,DEFAULT,DEFAULT,DEFAULT,DISABLED,YES,NO,null,DISABLED,YES,SYS,DISABLED,DISABLED,null,NO,YES
SYS,CDEF$,SYSTEM,C_COBJ#,null,VALID,0,0,0,0,57344,1048576,1,2147483645,null,1,1,YES,N,11484,187,0,0,0,48,0,0,         1,         1,    N,ENABLED,11484,2015-12-19 11:59:23.0,NO,null,null,null,null,N,N,NO,DEFAULT,DEFAULT,DEFAULT,DISABLED,YES,NO,null,DISABLED,YES,SYS,DISABLED,DISABLED,null,NO,YES
SYS,BOOTSTRAP$,SYSTEM,null,null,VALID,10,40,1,255,57344,1048576,1,2147483645,null,1,1,YES,N,60,3,0,0,0,298,0,0,         1,         1,    N,ENABLED,60,2013-08-24 11:43:09.0,NO,null,null,null,null,N,N,NO,DEFAULT,DEFAULT,DEFAULT,DISABLED,YES,NO,null,DISABLED,YES,null,DISABLED,DISABLED,null,NO,YES
SYS,OBJERROR$,SYSTEM,null,null,VALID,10,40,1,255,65536,1048576,1,2147483645,null,1,1,YES,N,0,1,0,0,0,0,0,0,         1,         1,    N,ENABLED,0,2015-12-19 11:59:26.0,NO,null,null,null,null,N,N,NO,DEFAULT,DEFAULT,DEFAULT,DISABLED,YES,NO,null,DISABLED,YES,null,DISABLED,DISABLED,null,NO,YES
SYS,OBJAUTH$,SYSTEM,null,null,VALID,10,40,1,255,65536,1048576,1,2147483645,null,1,1,YES,N,5265,20,0,0,0,19,0,0,         1,         1,    N,ENABLED,5265,2013-08-24 11:43:14.0,NO,null,null,null,null,N,N,NO,DEFAULT,DEFAULT,DEFAULT,DISABLED,YES,NO,null,DISABLED,YES,null,DISABLED,DISABLED,null,NO,YES
SYS,UGROUP$,SYSTEM,null,null,VALID,10,40,1,255,65536,1048576,1,2147483645,null,1,1,YES,N,0,0,0,0,0,0,0,0,         1,         1,    N,ENABLED,0,2013-08-24 11:43:20.0,NO,null,null,null,null,N,N,NO,DEFAULT,DEFAULT,DEFAULT,DISABLED,YES,NO,null,DISABLED,YES,null,DISABLED,DISABLED,null,NO,YES
SYS,SYN$,SYSTEM,null,null,VALID,10,40,1,255,65536,1048576,1,2147483645,null,1,1,YES,N,3361,20,0,0,0,27,0,0,         1,         1,    N,ENABLED,3361,2013-08-24 11:43:19.0,NO,null,null,null,null,N,N,NO,DEFAULT,DEFAULT,DEFAULT,DISABLED,YES,NO,null,DISABLED,YES,null,DISABLED,DISABLED,null,NO,YES
SYS,VIEW$,SYSTEM,null,null,VALID,10,40,1,255,16384,106496,1,2147483645,null,1,1,YES,N,3832,561,0,0,0,57,0,0,         1,         1,    N,ENABLED,3832,2013-08-24 11:43:20.0,NO,null,null,null,null,N,N,NO,DEFAULT,DEFAULT,DEFAULT,DISABLED,YES,NO,null,DISABLED,YES,null,DISABLED,DISABLED,null,NO,YES
SYS,TYPED_VIEW$,SYSTEM,null,null,VALID,10,40,1,255,65536,1048576,1,2147483645,null,1,1,YES,N,328,4,0,0,0,65,0,0,         1,         1,    N,ENABLED,328,2013-08-24 11:43:19.0,NO,null,null,null,null,N,N,NO,DEFAULT,DEFAULT,DEFAULT,DISABLED,YES,NO,null,DISABLED,YES,null,DISABLED,DISABLED,null,NO,YES
SYS,SUPEROBJ$,SYSTEM,null,null,VALID,10,40,1,255,65536,1048576,1,2147483645,null,1,1,YES,N,0,0,0,0,0,0,0,0,         1,         1,    N,ENABLED,0,2013-08-24 11:43:19.0,NO,null,null,null,null,N,N,NO,DEFAULT,DEFAULT,DEFAULT,DISABLED,YES,NO,null,DISABLED,YES,null,DISABLED,DISABLED,null,NO,YES
SYS,SEQ$,SYSTEM,null,null,VALID,10,40,1,255,65536,1048576,1,2147483645,null,1,1,YES,N,224,3,0,0,0,70,0,0,         1,         1,    N,ENABLED,224,2016-01-16 20:50:18.0,NO,null,null,null,null,N,N,NO,DEFAULT,DEFAULT,DEFAULT,DISABLED,YES,NO,null,DISABLED,YES,null,DISABLED,DISABLED,null,NO,YES
SYS,PROPS$,SYSTEM,null,null,VALID,10,40,1,255,65536,1048576,1,2147483645,null,1,1,YES,N,36,1,0,0,0,51,0,0,         1,         1,    N,ENABLED,36,2013-08-24 11:43:15.0,NO,null,null,null,null,N,N,NO,DEFAULT,DEFAULT,DEFAULT,DISABLED,YES,NO,null,DISABLED,YES,null,DISABLED,DISABLED,null,NO,YES
SYS,EDITION$,SYSTEM,null,null,VALID,10,40,1,255,65536,1048576,1,2147483645,null,1,1,YES,N,1,1,0,0,0,48,0,0,         1,         1,    N,ENABLED,1,2013-08-24 11:43:11.0,NO,null,null,null,null,N,N,NO,DEFAULT,DEFAULT,DEFAULT,DISABLED,YES,NO,null,DISABLED,YES,null,DISABLED,DISABLED,null,NO,YES
SYS,FIXED_OBJ$,SYSTEM,null,null,VALID,10,40,1,255,65536,1048576,1,2147483645,null,1,1,YES,N,950,3,0,0,0,18,0,0,         1,         1,    N,ENABLED,950,2013-08-24 11:43:12.0,NO,null,null,null,null,N,N,NO,DEFAULT,DEFAULT,DEFAULT,DISABLED,YES,NO,null,DISABLED,YES,null,DISABLED,DISABLED,null,NO,YES
SYS,MIGRATE$,SYSTEM,null,null,VALID,10,40,1,255,65536,1048576,1,2147483645,null,1,1,YES,N,1,1,0,0,0,3,0,0,         1,         1,    N,ENABLED,1,2013-08-24 11:43:14.0,NO,null,null,null,null,N,N,NO,DEFAULT,DEFAULT,DEFAULT,DISABLED,YES,NO,null,DISABLED,YES,null,DISABLED,DISABLED,null,NO,YES
SYS,DEPENDENCY$,SYSTEM,null,null,VALID,10,40,1,255,16384,106496,1,2147483645,null,1,1,YES,N,31256,182,0,0,0,36,0,0,         1,         1,    N,ENABLED,31256,2013-08-24 11:43:11.0,NO,null,null,null,null,N,N,NO,DEFAULT,DEFAULT,DEFAULT,DISABLED,YES,NO,null,DISABLED,YES,null,DISABLED,DISABLED,null,NO,YES
SYS,ACCESS$,SYSTEM,null,null,VALID,10,40,1,255,16384,106496,1,2147483645,null,1,1,YES,N,105352,428,0,0,0,24,0,0,         1,         1,    N,ENABLED,105352,2015-12-19 11:59:26.0,NO,null,null,null,null,N,N,NO,DEFAULT,DEFAULT,DEFAULT,DISABLED,YES,NO,null,DISABLED,YES,null,DISABLED,DISABLED,null,NO,YES
SYS,VIEWCON$,SYSTEM,null,null,VALID,10,40,1,255,65536,1048576,1,2147483645,null,1,1,YES,N,0,0,0,0,0,0,0,0,         1,         1,    N,ENABLED,0,2013-08-24 11:43:20.0,NO,null,null,null,null,N,N,NO,DEFAULT,DEFAULT,DEFAULT,DISABLED,YES,NO,null,DISABLED,YES,null,DISABLED,DISABLED,null,NO,YES
SYS,DUAL,SYSTEM,null,null,VALID,10,40,1,255,16384,1048576,1,2147483645,null,1,1,YES,N,1,1,0,0,0,2,0,0,         1,         1,    N,ENABLED,1,2013-08-24 11:43:11.0,NO,null,null,null,null,N,N,NO,DEFAULT,DEFAULT,DEFAULT,DISABLED,YES,NO,null,DISABLED,YES,null,DISABLED,DISABLED,null,NO,YES
SYS,SYSAUTH$,SYSTEM,null,null,VALID,10,40,1,255,65536,1048576,1,2147483645,null,1,1,YES,N,618,2,0,0,0,14,0,0,         1,         1,    N,ENABLED,618,2013-08-24 11:43:19.0,NO,null,null,null,null,N,N,NO,DEFAULT,DEFAULT,DEFAULT,DISABLED,YES,NO,null,DISABLED,YES,null,DISABLED,DISABLED,null,NO,YES
SYS,OBJPRIV$,SYSTEM,null,null,VALID,10,40,1,255,65536,1048576,1,2147483645,null,1,1,YES,N,0,0,0,0,0,0,0,0,         1,         1,    N,ENABLED,0,2013-08-24 11:43:14.0,NO,null,null,null,null,N,N,NO,DEFAULT,DEFAULT,DEFAULT,DISABLED,YES,NO,null,DISABLED,YES,null,DISABLED,DISABLED,null,NO,YES
SYS,DEFROLE$,SYSTEM,null,null,VALID,10,40,1,255,65536,1048576,1,2147483645,null,1,1,YES,N,0,0,0,0,0,0,0,0,         1,         1,    N,ENABLED,0,2013-08-24 11:43:11.0,NO,null,null,null,null,N,N,NO,DEFAULT,DEFAULT,DEFAULT,DISABLED,YES,NO,null,DISABLED,YES,null,DISABLED,DISABLED,null,NO,YES
SYS,ECOL$,SYSTEM,null,null,VALID,10,40,1,255,65536,1048576,1,2147483645,null,1,1,YES,N,0,0,0,0,0,0,0,0,         1,         1,    N,ENABLED,0,2013-08-24 11:43:11.0,NO,null,null,null,null,N,N,NO,DEFAULT,DEFAULT,DEFAULT,DISABLED,YES,NO,null,DISABLED,YES,null,DISABLED,DISABLED,null,NO,YES
SYS,EV$,SYSTEM,null,null,VALID,10,40,1,255,65536,1048576,1,2147483645,null,1,1,YES,N,0,0,0,0,0,0,0,0,         1,         1,    N,ENABLED,0,2013-08-24 11:43:12.0,NO,null,null,null,null,N,N,NO,DEFAULT,DEFAULT,DEFAULT,DISABLED,YES,NO,null,DISABLED,YES,null,DISABLED,DISABLED,null,NO,YES
SYS,EVCOL$,SYSTEM,null,null,VALID,10,40,1,255,65536,1048576,1,2147483645,null,1,1,YES,N,0,0,0,0,0,0,0,0,         1,         1,    N,ENABLED,0,2013-08-24 11:43:12.0,NO,null,null,null,null,N,N,NO,DEFAULT,DEFAULT,DEFAULT,DISABLED,YES,NO,null,DISABLED,YES,null,DISABLED,DISABLED,null,NO,YES
SYS,DEFERRED_STG$,SYSTEM,null,null,VALID,10,40,1,255,65536,1048576,1,2147483645,null,1,1,YES,N,2555,20,0,0,0,25,0,0,         1,         1,    N,ENABLED,2555,2015-09-26 08:25:36.0,NO,null,null,null,null,N,N,NO,DEFAULT,DEFAULT,DEFAULT,DISABLED,YES,NO,null,DISABLED,YES,null,DISABLED,DISABLED,null,NO,YES
SYS,SQLERROR$,SYSTEM,null,null,VALID,10,40,1,255,65536,1048576,1,2147483645,null,1,1,YES,N,0,0,0,0,0,0,0,0,         1,         1,    N,ENABLED,0,2013-08-24 11:43:18.0,NO,null,null,null,null,N,N,NO,DEFAULT,DEFAULT,DEFAULT,DISABLED,YES,NO,null,DISABLED,YES,null,DISABLED,DISABLED,null,NO,YES
SYS,LINK$,SYSTEM,null,null,VALID,10,40,1,255,65536,1048576,1,2147483645,null,1,1,YES,N,0,0,0,0,0,0,0,0,         1,         1,    N,ENABLED,0,2013-08-24 11:43:13.0,NO,null,null,null,null,N,N,NO,DEFAULT,DEFAULT,DEFAULT,DISABLED,YES,NO,null,DISABLED,YES,null,DISABLED,DISABLED,null,NO,YES
SYS,TRUSTED_LIST$,SYSTEM,null,null,VALID,10,40,1,255,65536,1048576,1,2147483645,null,1,1,YES,N,1,1,0,0,0,5,0,0,         1,         1,    N,ENABLED,1,2013-08-24 11:43:19.0,NO,null,null,null,null,N,N,NO,DEFAULT,DEFAULT,DEFAULT,DISABLED,YES,NO,null,DISABLED,YES,null,DISABLED,DISABLED,null,NO,YES
SYS,COM$,SYSTEM,null,null,VALID,10,40,1,255,16384,106496,1,2147483645,null,1,1,YES,N,12136,92,0,0,0,49,0,0,         1,         1,    N,ENABLED,12136,2013-08-24 11:43:10.0,NO,null,null,null,null,N,N,NO,DEFAULT,DEFAULT,DEFAULT,DISABLED,YES,NO,null,DISABLED,YES,null,DISABLED,DISABLED,null,NO,YES
SYS,DUC$,SYSTEM,null,null,VALID,10,40,1,255,65536,1048576,1,2147483645,null,1,1,YES,N,11,1,0,0,0,102,0,0,         1,         1,    N,ENABLED,11,2013-08-24 11:43:11.0,NO,null,null,null,null,N,N,NO,DEFAULT,DEFAULT,DEFAULT,DISABLED,YES,NO,null,DISABLED,YES,null,DISABLED,DISABLED,null,NO,YES
SYS,RECYCLEBIN$,SYSTEM,null,null,VALID,10,40,1,255,65536,1048576,1,2147483645,null,1,1,YES,N,0,1,0,0,0,0,0,0,         1,         1,    N,ENABLED,0,2015-09-26 08:31:43.0,NO,null,null,null,null,N,N,NO,DEFAULT,DEFAULT,DEFAULT,DISABLED,YES,NO,null,DISABLED,YES,null,DISABLED,DISABLED,null,NO,YES
SYS,IND_ONLINE$,SYSTEM,null,null,VALID,10,40,1,255,65536,1048576,1,2147483645,null,1,1,YES,N,0,0,0,0,0,0,0,0,         1,         1,    N,ENABLED,0,2013-08-24 11:43:13.0,NO,null,null,null,null,N,N,NO,DEFAULT,DEFAULT,DEFAULT,DISABLED,YES,NO,null,DISABLED,YES,null,DISABLED,DISABLED,null,NO,YES
SYS,CONTEXT$,SYSTEM,null,null,VALID,10,40,1,255,65536,1048576,1,2147483645,null,1,1,YES,N,3,1,0,0,0,29,0,0,         1,         1,    N,ENABLED,3,2013-08-24 11:43:10.0,NO,null,null,null,null,N,N,NO,DEFAULT,DEFAULT,DEFAULT,DISABLED,YES,NO,null,DISABLED,YES,null,DISABLED,DISABLED,null,NO,YES
SYS,SQL_VERSION$,SYSTEM,null,null,VALID,10,40,1,255,65536,1048576,1,2147483645,null,1,1,YES,N,4,1,0,0,0,9,0,0,         1,         1,    N,ENABLED,4,2013-08-24 11:43:18.0,NO,null,null,null,null,N,N,NO,DEFAULT,DEFAULT,DEFAULT,DISABLED,YES,NO,null,DISABLED,YES,null,DISABLED,DISABLED,null,NO,YES
SYS,JIJOIN$,SYSTEM,null,null,VALID,10,40,1,255,65536,1048576,1,2147483645,null,1,1,YES,N,0,0,0,0,0,0,0,0,         1,         1,    N,ENABLED,0,2013-08-24 11:43:13.0,NO,null,null,null,null,N,N,NO,DEFAULT,DEFAULT,DEFAULT,DISABLED,YES,NO,null,DISABLED,YES,null,DISABLED,DISABLED,null,NO,YES
SYS,JIREFRESHSQL$,SYSTEM,null,null,VALID,10,40,1,255,65536,1048576,1,2147483645,null,1,1,YES,N,0,0,0,0,0,0,0,0,         1,         1,    N,ENABLED,0,2013-08-24 11:43:13.0,NO,null,null,null,null,N,N,NO,DEFAULT,DEFAULT,DEFAULT,DISABLED,YES,NO,null,DISABLED,YES,null,DISABLED,DISABLED,null,NO,YES
SYS,TRIGGER$,SYSTEM,null,null,VALID,10,40,1,255,65536,1048576,1,2147483645,null,1,1,YES,N,626,103,0,0,0,155,0,0,         1,         1,    N,ENABLED,626,2015-09-26 08:31:25.0,NO,null,null,null,null,N,N,NO,DEFAULT,DEFAULT,DEFAULT,DISABLED,YES,NO,null,DISABLED,YES,null,DISABLED,DISABLED,null,NO,YES
SYS,TRIGGERCOL$,SYSTEM,null,null,VALID,10,40,1,255,65536,1048576,1,2147483645,null,1,1,YES,N,3184,12,0,0,0,17,0,0,         1,         1,    N,ENABLED,3184,2015-09-26 08:32:38.0,NO,null,null,null,null,N,N,NO,DEFAULT,DEFAULT,DEFAULT,DISABLED,YES,NO,null,DISABLED,YES,null,DISABLED,DISABLED,null,NO,YES
SYS,TRIGGERJAVAF$,SYSTEM,null,null,VALID,10,40,1,255,65536,1048576,1,2147483645,null,1,1,YES,N,0,0,0,0,0,0,0,0,         1,         1,    N,ENABLED,0,2013-08-24 11:43:19.0,NO,null,null,null,null,N,N,NO,DEFAULT,DEFAULT,DEFAULT,DISABLED,YES,NO,null,DISABLED,YES,null,DISABLED,DISABLED,null,NO,YES
